Steps,Policy/Entropy,Environment/Lesson,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
2820000,1.1839983,36.0,10.456445993031359,2.3635054,3.0180622728792854,3.0180622728792854,1.0
2830000,1.1838591,36.0,10.565972222222221,1.9958259,2.509057852241245,2.509057852241245,1.0
2840000,1.1836041,36.0,10.996376811594203,2.105779,2.7163584944155574,2.7163584944155574,1.0
2850000,1.1834698,36.0,11.172161172161172,2.1246965,2.7077311414255423,2.7077311414255423,1.0
2860000,1.1830384,36.0,10.62020905923345,1.9897658,2.744131202351964,2.744131202351964,1.0
2870000,1.1829792,36.0,11.138686131386862,2.1372497,2.70346236923818,2.70346236923818,1.0
2880000,1.1827822,36.0,11.306273062730627,2.3591926,3.0977972938841627,3.0977972938841627,1.0
2890000,1.1827403,36.0,11.046931407942239,2.0992212,2.7560204842787313,2.7560204842787313,1.0
2900000,1.1825353,36.0,10.657342657342657,2.202644,2.919452838856636,2.919452838856636,1.0
2910000,1.1825165,36.0,10.334470989761092,2.2086306,2.962308739616444,2.962308739616444,1.0
2920000,1.1823547,37.0,10.597222222222221,2.208918,2.9056090109931896,2.9056090109931896,1.0
2930000,1.1823555,37.0,10.414383561643836,2.0341363,2.5945228016403714,2.5945228016403714,1.0
2940000,1.1823814,37.0,11.5,2.0665443,2.5499762653485964,2.5499762653485964,1.0
2950000,1.1823815,37.0,10.935483870967742,1.8555456,2.3028603613038765,2.3028603613038765,1.0
2960000,1.1823566,37.0,10.431034482758621,1.9203969,2.6206928824231914,2.6206928824231914,1.0
2970000,1.1823561,37.0,10.666666666666666,2.2763453,3.018317371311238,3.018317371311238,1.0
2980000,1.1822889,37.0,10.89051094890511,2.1060712,2.7625266454897406,2.7625266454897406,1.0
2990000,1.1822822,37.0,10.396610169491526,2.0644598,2.73639724019251,2.73639724019251,1.0
3000000,1.1822644,37.0,10.03,2.143211,2.953199297478495,2.953199297478495,1.0
